control_id,title,text
SI-13,Predictable Failure Prevention,"Predictable Failure Prevention.  Determine mean time to failure (MTTF) for the following system components in specific environments of operation: {{ insert: param, si-13_odp.01 }} ; and Provide substitute system components and a means to exchange active and standby components in accordance with the following criteria: {{ insert: param, si-13_odp.02 }}. While MTTF is primarily a reliability issue, predictable failure prevention is intended to address potential failures of system components that provide security capabilities. Failure rates reflect installation-specific consideration rather than the industry-average. Organizations define the criteria for the substitution of system components based on the MTTF value with consideration for the potential harm from component failures. The transfer of responsibilities between active and standby components does not compromise safety, operational readiness, or security capabilities. The preservation of system state variables is also critical to help ensure a successful transfer process. Standby components remain available at all times except for maintenance issues or recovery failures in progress. mean time to failure (MTTF) is determined for {{ insert: param, si-13_odp.01 }} in specific environments of operation; substitute system components and a means to exchange active and standby components are provided in accordance with {{ insert: param, si-13_odp.02 }}. System and information integrity policy

system and information integrity procedures

procedures addressing predictable failure prevention

system design documentation

system configuration settings and associated documentation

list of MTTF substitution criteria

system audit records

system security plan

other relevant documents or records Organizational personnel responsible for MTTF determinations and activities

organizational personnel with information security responsibilities

system/network administrators

organizational personnel with contingency planning responsibilities Organizational processes for managing MTTF"
SI-14,Non-persistence,"Non-persistence.  Implement non-persistent {{ insert: param, si-14_odp.01 }} that are initiated in a known state and terminated {{ insert: param, si-14_odp.02 }}. Implementation of non-persistent components and services mitigates risk from advanced persistent threats (APTs) by reducing the targeting capability of adversaries (i.e., window of opportunity and available attack surface) to initiate and complete attacks. By implementing the concept of non-persistence for selected system components, organizations can provide a trusted, known state computing resource for a specific time period that does not give adversaries sufficient time to exploit vulnerabilities in organizational systems or operating environments. Since the APT is a high-end, sophisticated threat with regard to capability, intent, and targeting, organizations assume that over an extended period, a percentage of attacks will be successful. Non-persistent system components and services are activated as required using protected information and terminated periodically or at the end of sessions. Non-persistence increases the work factor of adversaries attempting to compromise or breach organizational systems.

Non-persistence can be achieved by refreshing system components, periodically reimaging components, or using a variety of common virtualization techniques. Non-persistent services can be implemented by using virtualization techniques as part of virtual machines or as new instances of processes on physical machines (either persistent or non-persistent). The benefit of periodic refreshes of system components and services is that it does not require organizations to first determine whether compromises of components or services have occurred (something that may often be difficult to determine). The refresh of selected system components and services occurs with sufficient frequency to prevent the spread or intended impact of attacks, but not with such frequency that it makes the system unstable. Refreshes of critical components and services may be done periodically to hinder the ability of adversaries to exploit optimum windows of vulnerabilities. non-persistent {{ insert: param, si-14_odp.01 }} that are initiated in a known state are implemented; non-persistent {{ insert: param, si-14_odp.01 }} are terminated {{ insert: param, si-14_odp.02 }}. System and information integrity policy

system and information integrity procedures

procedures addressing non-persistence for system components

system design documentation

system configuration settings and associated documentation

system audit records

system security plan

other relevant documents or records Organizational personnel responsible for non-persistence

organizational personnel with information security responsibilities

system/network administrators

system developer Automated mechanisms supporting and/or implementing the initiation and termination of non-persistent components"
SI-15,Information Output Filtering,"Information Output Filtering.  Validate information output from the following software programs and/or applications to ensure that the information is consistent with the expected content: {{ insert: param, si-15_odp }}. Certain types of attacks, including SQL injections, produce output results that are unexpected or inconsistent with the output results that would be expected from software programs or applications. Information output filtering focuses on detecting extraneous content, preventing such extraneous content from being displayed, and then alerting monitoring tools that anomalous behavior has been discovered. information output from {{ insert: param, si-15_odp }} is validated to ensure that the information is consistent with the expected content. System and information integrity policy

system and information integrity procedures

procedures addressing information output filtering

system design documentation

system configuration settings and associated documentation

system audit records

system security plan

other relevant documents or records Organizational personnel responsible for validating information output

organizational personnel with information security responsibilities

system/network administrators

system developer Organizational processes for validating information output

automated mechanisms supporting and/or implementing information output validation"
SI-16,Memory Protection,"Memory Protection.  Implement the following controls to protect the system memory from unauthorized code execution: {{ insert: param, si-16_odp }}. Some adversaries launch attacks with the intent of executing code in non-executable regions of memory or in memory locations that are prohibited. Controls employed to protect memory include data execution prevention and address space layout randomization. Data execution prevention controls can either be hardware-enforced or software-enforced with hardware enforcement providing the greater strength of mechanism. {{ insert: param, si-16_odp }} are implemented to protect the system memory from unauthorized code execution. System and information integrity policy

system and information integrity procedures

procedures addressing memory protection for the system

system design documentation

system configuration settings and associated documentation

list of security safeguards protecting system memory from unauthorized code execution

system audit records

system security plan

other relevant documents or records Organizational personnel responsible for memory protection

organizational personnel with information security responsibilities

system/network administrators

system developer Automated mechanisms supporting and/or implementing safeguards to protect the system memory from unauthorized code execution"
SI-17,Fail-safe Procedures,"Fail-safe Procedures.  Implement the indicated fail-safe procedures when the indicated failures occur: {{ insert: param, si-17_prm_1 }}. Failure conditions include the loss of communications among critical system components or between system components and operational facilities. Fail-safe procedures include alerting operator personnel and providing specific instructions on subsequent steps to take. Subsequent steps may include doing nothing, reestablishing system settings, shutting down processes, restarting the system, or contacting designated organizational personnel. {{ insert: param, si-17_odp.01 }} are implemented when {{ insert: param, si-17_odp.02 }} occur. System and information integrity policy

system and information integrity procedures

documentation addressing fail-safe procedures for the system

system design documentation

system configuration settings and associated documentation

list of security safeguards protecting the system memory from unauthorized code execution

system audit records

system security plan

other relevant documents or records Organizational personnel responsible for fail-safe procedures

organizational personnel with information security responsibilities

system/network administrators

system developer Organizational fail-safe procedures

automated mechanisms supporting and/or implementing fail-safe procedures"
SI-18,Personally Identifiable Information Quality Operations,"Personally Identifiable Information Quality Operations.  Check the accuracy, relevance, timeliness, and completeness of personally identifiable information across the information life cycle {{ insert: param, si-18_prm_1 }} ; and Correct or delete inaccurate or outdated personally identifiable information. Personally identifiable information quality operations include the steps that organizations take to confirm the accuracy and relevance of personally identifiable information throughout the information life cycle. The information life cycle includes the creation, collection, use, processing, storage, maintenance, dissemination, disclosure, and disposal of personally identifiable information. Personally identifiable information quality operations include editing and validating addresses as they are collected or entered into systems using automated address verification look-up application programming interfaces. Checking personally identifiable information quality includes the tracking of updates or changes to data over time, which enables organizations to know how and what personally identifiable information was changed should erroneous information be identified. The measures taken to protect personally identifiable information quality are based on the nature and context of the personally identifiable information, how it is to be used, how it was obtained, and the potential de-identification methods employed. The measures taken to validate the accuracy of personally identifiable information used to make determinations about the rights, benefits, or privileges of individuals covered under federal programs may be more comprehensive than the measures used to validate personally identifiable information used for less sensitive purposes. inaccurate or outdated personally identifiable information is corrected or deleted. System and information integrity policy

system and information integrity procedures

personally identifiable information processing policy

documentation addressing personally identifiable information quality operations

quality reports

maintenance logs

system audit records

audit findings

system security plan

privacy plan

privacy impact assessment

privacy risk assessment documentation

other relevant documents or records Organizational personnel responsible for performing personally identifiable information quality inspections

organizational personnel with information security responsibilities

organizational personnel with privacy responsibilities Organizational processes for personally identifiable information quality inspection

automated mechanisms supporting and/or implementing personally identifiable information quality operations"
SI-19,De-identification,"De-identification.  Remove the following elements of personally identifiable information from datasets: {{ insert: param, si-19_odp.01 }} ; and Evaluate {{ insert: param, si-19_odp.02 }} for effectiveness of de-identification. De-identification is the general term for the process of removing the association between a set of identifying data and the data subject. Many datasets contain information about individuals that can be used to distinguish or trace an individual’s identity, such as name, social security number, date and place of birth, mother’s maiden name, or biometric records. Datasets may also contain other information that is linked or linkable to an individual, such as medical, educational, financial, and employment information. Personally identifiable information is removed from datasets by trained individuals when such information is not (or no longer) necessary to satisfy the requirements envisioned for the data. For example, if the dataset is only used to produce aggregate statistics, the identifiers that are not needed for producing those statistics are removed. Removing identifiers improves privacy protection since information that is removed cannot be inadvertently disclosed or improperly used. Organizations may be subject to specific de-identification definitions or methods under applicable laws, regulations, or policies. Re-identification is a residual risk with de-identified data. Re-identification attacks can vary, including combining new datasets or other improvements in data analytics. Maintaining awareness of potential attacks and evaluating for the effectiveness of the de-identification over time support the management of this residual risk. {{ insert: param, si-19_odp.01 }} are removed from datasets; the effectiveness of de-identification is evaluated {{ insert: param, si-19_odp.02 }}. System and information integrity policy

system and information integrity procedures

personally identifiable information processing policy

de-identification procedures

system configuration

datasets with personally identifiable information removed

system security plan

privacy plan

privacy impact assessment

privacy risk assessment documentation

other relevant documents or records Organizational personnel responsible for identifying unnecessary identifiers

organizational personnel responsible for removing personally identifiable information from datasets

organizational personnel with information security and privacy responsibilities Automated mechanisms supporting and/or implementing the removal of personally identifiable information elements"
SI-20,Tainting,"Tainting.  Embed data or capabilities in the following systems or system components to determine if organizational data has been exfiltrated or improperly removed from the organization: {{ insert: param, si-20_odp }}. Many cyber-attacks target organizational information, or information that the organization holds on behalf of other entities (e.g., personally identifiable information), and exfiltrate that data. In addition, insider attacks and erroneous user procedures can remove information from the system that is in violation of the organizational policies. Tainting approaches can range from passive to active. A passive tainting approach can be as simple as adding false email names and addresses to an internal database. If the organization receives email at one of the false email addresses, it knows that the database has been compromised. Moreover, the organization knows that the email was sent by an unauthorized entity, so any packets it includes potentially contain malicious code, and that the unauthorized entity may have potentially obtained a copy of the database. Another tainting approach can include embedding false data or steganographic data in files to enable the data to be found via open-source analysis. Finally, an active tainting approach can include embedding software in the data that is able to ""call home,"" thereby alerting the organization to its ""capture,"" and possibly its location, and the path by which it was exfiltrated or removed. data or capabilities are embedded in {{ insert: param, si-20_odp }} to determine if organizational data has been exfiltrated or improperly removed from the organization. System and information integrity policy

system and information integrity procedures

personally identifiable information processing policy

procedures addressing software and information integrity

system design documentation

system configuration settings and associated documentation

policy and procedures addressing the systems security engineering technique of deception

system security plan

privacy plan

other relevant documents or records Organizational personnel responsible for detecting tainted data

organizational personnel with systems security engineering responsibilities

organizational personnel with information security and privacy responsibilities Automated mechanisms for post-breach detection

decoys, traps, lures, and methods for deceiving adversaries

detection and notification mechanisms"
SI-21,Information Refresh,"Information Refresh.  Refresh {{ insert: param, si-21_odp.01 }} at {{ insert: param, si-21_odp.02 }} or generate the information on demand and delete the information when no longer needed. Retaining information for longer than it is needed makes it an increasingly valuable and enticing target for adversaries. Keeping information available for the minimum period of time needed to support organizational missions or business functions reduces the opportunity for adversaries to compromise, capture, and exfiltrate that information. the {{ insert: param, si-21_odp.01 }} is refreshed {{ insert: param, si-21_odp.02 }} or is generated on demand and deleted when no longer needed. System and information integrity policy

system and information integrity procedures

personally identifiable information processing policy

procedures addressing software and information integrity

system design documentation

system configuration settings and associated documentation

information refresh procedures

list of information to be refreshed

system security plan

privacy plan

other relevant documents or records Organizational personnel responsible for refreshing information

organizational personnel with information security and privacy responsibilities

organizational personnel with systems security engineering responsibilities

system developers Mechanisms for information refresh

organizational processes for information refresh"
SI-22,Information Diversity,"Information Diversity.  Identify the following alternative sources of information for {{ insert: param, si-22_odp.02 }}: {{ insert: param, si-22_odp.01 }} ; and Use an alternative information source for the execution of essential functions or services on {{ insert: param, si-22_odp.03 }} when the primary source of information is corrupted or unavailable. Actions taken by a system service or a function are often driven by the information it receives. Corruption, fabrication, modification, or deletion of that information could impact the ability of the service function to properly carry out its intended actions. By having multiple sources of input, the service or function can continue operation if one source is corrupted or no longer available. It is possible that the alternative sources of information may be less precise or less accurate than the primary source of information. But having such sub-optimal information sources may still provide a sufficient level of quality that the essential service or function can be carried out, even in a degraded or debilitated manner. {{ insert: param, si-22_odp.01 }} for {{ insert: param, si-22_odp.02 }} are identified; an alternative information source is used for the execution of essential functions or services on {{ insert: param, si-22_odp.03 }} when the primary source of information is corrupted or unavailable. System and information integrity policy

system and information integrity procedures

personally identifiable information processing policy

system design documentation

system configuration settings and associated documentation

list of information sources

system security plan

privacy plan

other relevant documents or records Organizational personnel with information security and privacy responsibilities

organizational personnel with systems security engineering responsibilities

system developers Automated methods and mechanisms to convert information from an analog to digital medium"
SI-23,Information Fragmentation,"Information Fragmentation.  Based on {{ insert: param, si-23_odp.01 }}: Fragment the following information: {{ insert: param, si-23_odp.02 }} ; and Distribute the fragmented information across the following systems or system components: {{ insert: param, si-23_odp.03 }}. One objective of the advanced persistent threat is to exfiltrate valuable information. Once exfiltrated, there is generally no way for the organization to recover the lost information. Therefore, organizations may consider dividing the information into disparate elements and distributing those elements across multiple systems or system components and locations. Such actions will increase the adversary’s work factor to capture and exfiltrate the desired information and, in so doing, increase the probability of detection. The fragmentation of information impacts the organization’s ability to access the information in a timely manner. The extent of the fragmentation is dictated by the impact or classification level (and value) of the information, threat intelligence information received, and whether data tainting is used (i.e., data tainting-derived information about the exfiltration of some information could result in the fragmentation of the remaining information). under {{ insert: param, si-23_odp.01 }}, {{ insert: param, si-23_odp.02 }} is fragmented; under {{ insert: param, si-23_odp.01 }} , the fragmented information is distributed across {{ insert: param, si-23_odp.03 }}. System and information integrity policy

system and information integrity procedures

personally identifiable information processing policy

procedures addressing software and information integrity

system design documentation

system configuration settings and associated documentation

procedures to identify information for fragmentation and distribution across systems/system components

list of distributed and fragmented information

list of circumstances requiring information fragmentation

enterprise architecture

system security architecture

system security plan

privacy plan

other relevant documents or records Organizational personnel with information security and privacy responsibilities

organizational personnel with systems security engineering responsibilities

system developers

security architects Organizational processes to identify information for fragmentation and distribution across systems/system components

automated mechanisms supporting and/or implementing information fragmentation and distribution across systems/system components"
SR-1,Policy and Procedures,"Policy and Procedures.  Develop, document, and disseminate to {{ insert: param, sr-1_prm_1 }}: Designate an {{ insert: param, sr-01_odp.04 }} to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and Review and update the current supply chain risk management: Supply chain risk management policy and procedures address the controls in the SR family as well as supply chain-related controls in other families that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of supply chain risk management policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to supply chain risk management policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure. the {{ insert: param, sr-01_odp.04 }} is designated to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; Supply chain risk management policy

supply chain risk management procedures

system security plan

privacy plan

other relevant documents or records Organizational personnel with supply chain risk management responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with acquisition responsibilities

organizational personnel with enterprise risk management responsibilities"
SR-2,Supply Chain Risk Management Plan,"Supply Chain Risk Management Plan.  Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components or system services: {{ insert: param, sr-02_odp.01 }}; Review and update the supply chain risk management plan {{ insert: param, sr-02_odp.02 }} or as required, to address threat, organizational or environmental changes; and Protect the supply chain risk management plan from unauthorized disclosure and modification. The dependence on products, systems, and services from external providers, as well as the nature of the relationships with those providers, present an increasing level of risk to an organization. Threat actions that may increase security or privacy risks include unauthorized production, the insertion or use of counterfeits, tampering, theft, insertion of malicious software and hardware, and poor manufacturing and development practices in the supply chain. Supply chain risks can be endemic or systemic within a system element or component, a system, an organization, a sector, or the Nation. Managing supply chain risk is a complex, multifaceted undertaking that requires a coordinated effort across an organization to build trust relationships and communicate with internal and external stakeholders. Supply chain risk management (SCRM) activities include identifying and assessing risks, determining appropriate risk response actions, developing SCRM plans to document response actions, and monitoring performance against plans. The SCRM plan (at the system-level) is implementation specific, providing policy implementation, requirements, constraints and implications. It can either be stand-alone, or incorporated into system security and privacy plans. The SCRM plan addresses managing, implementation, and monitoring of SCRM controls and the development/sustainment of systems across the SDLC to support mission and business functions.

Because supply chains can differ significantly across and within organizations, SCRM plans are tailored to the individual program, organizational, and operational contexts. Tailored SCRM plans provide the basis for determining whether a technology, service, system component, or system is fit for purpose, and as such, the controls need to be tailored accordingly. Tailored SCRM plans help organizations focus their resources on the most critical mission and business functions based on mission and business requirements and their risk environment. Supply chain risk management plans include an expression of the supply chain risk tolerance for the organization, acceptable supply chain risk mitigation strategies or controls, a process for consistently evaluating and monitoring supply chain risk, approaches for implementing and communicating the plan, a description of and justification for supply chain risk mitigation measures taken, and associated roles and responsibilities. Finally, supply chain risk management plans address requirements for developing trustworthy, secure, privacy-protective, and resilient system components and systems, including the application of the security design principles implemented as part of life cycle-based systems security engineering processes (see [SA-8](#sa-8)). the supply chain risk management plan is reviewed and updated {{ insert: param, sr-02_odp.02 }} or as required to address threat, organizational, or environmental changes; Supply chain risk management policy

supply chain risk management procedures

supply chain risk management plan

system and services acquisition policy

system and services acquisition procedures

procedures addressing supply chain protection

procedures for protecting the supply chain risk management plan from unauthorized disclosure and modification

system development life cycle procedures

procedures addressing the integration of information security and privacy requirements into the acquisition process

acquisition documentation

service level agreements

acquisition contracts for the system, system component, or system service

list of supply chain threats

list of safeguards to be taken against supply chain threats

system life cycle documentation

inter-organizational agreements and procedures

system security plan

privacy plan

privacy program plan

other relevant documents or records Organizational personnel with acquisition responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with supply chain risk management responsibilities Organizational processes for defining and documenting the system development life cycle (SDLC)

organizational processes for identifying SDLC roles and responsibilities

organizational processes for integrating supply chain risk management into the SDLC

mechanisms supporting and/or implementing the SDLC"
SR-3,Supply Chain Controls and Processes,"Supply Chain Controls and Processes.  Establish a process or processes to identify and address weaknesses or deficiencies in the supply chain elements and processes of {{ insert: param, sr-03_odp.01 }} in coordination with {{ insert: param, sr-03_odp.02 }}; Employ the following controls to protect against supply chain risks to the system, system component, or system service and to limit the harm or consequences from supply chain-related events: {{ insert: param, sr-03_odp.03 }} ; and Document the selected and implemented supply chain processes and controls in {{ insert: param, sr-03_odp.04 }}. Supply chain elements include organizations, entities, or tools employed for the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of systems and system components. Supply chain processes include hardware, software, and firmware development processes; shipping and handling procedures; personnel security and physical security programs; configuration management tools, techniques, and measures to maintain provenance; or other programs, processes, or procedures associated with the development, acquisition, maintenance and disposal of systems and system components. Supply chain elements and processes may be provided by organizations, system integrators, or external providers. Weaknesses or deficiencies in supply chain elements or processes represent potential vulnerabilities that can be exploited by adversaries to cause harm to the organization and affect its ability to carry out its core missions or business functions. Supply chain personnel are individuals with roles and responsibilities in the supply chain. {{ insert: param, sr-03_odp.03 }} are employed to protect against supply chain risks to the system, system component, or system service and to limit the harm or consequences from supply chain-related events; the selected and implemented supply chain processes and controls are documented in {{ insert: param, sr-03_odp.04 }}. Supply chain risk management policy

supply chain risk management procedures

supply chain risk management strategy

supply chain risk management plan

systems and critical system components inventory documentation

system and services acquisition policy

system and services acquisition procedures

procedures addressing the integration of information security and privacy requirements into the acquisition process

solicitation documentation

acquisition documentation (including purchase orders)

service level agreements

acquisition contracts for systems or services

risk register documentation

system security plan

privacy plan

other relevant documents or records Organizational personnel with acquisition responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with supply chain risk management responsibilities Organizational processes for identifying and addressing supply chain element and process deficiencies"
SR-4,Provenance,"Provenance.  Document, monitor, and maintain valid provenance of the following systems, system components, and associated data: {{ insert: param, sr-04_odp }}. Every system and system component has a point of origin and may be changed throughout its existence. Provenance is the chronology of the origin, development, ownership, location, and changes to a system or system component and associated data. It may also include personnel and processes used to interact with or make modifications to the system, component, or associated data. Organizations consider developing procedures (see [SR-1](#sr-1) ) for allocating responsibilities for the creation, maintenance, and monitoring of provenance for systems and system components; transferring provenance documentation and responsibility between organizations; and preventing and monitoring for unauthorized changes to the provenance records. Organizations have methods to document, monitor, and maintain valid provenance baselines for systems, system components, and related data. These actions help track, assess, and document any changes to the provenance, including changes in supply chain elements or configuration, and help ensure non-repudiation of provenance information and the provenance change records. Provenance considerations are addressed throughout the system development life cycle and incorporated into contracts and other arrangements, as appropriate. valid provenance is documented for {{ insert: param, sr-04_odp }}; valid provenance is monitored for {{ insert: param, sr-04_odp }}; valid provenance is maintained for {{ insert: param, sr-04_odp }}. Supply chain risk management policy

supply chain risk management procedures

supply chain risk management plan

documentation of critical systems, critical system components, and associated data

documentation showing the history of ownership, custody, and location of and changes to critical systems or critical system components

system architecture

inter-organizational agreements and procedures

contracts

system security plan

privacy plan

personally identifiable information processing policy

other relevant documents or records Organizational personnel with acquisition responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with supply chain risk management responsibilities Organizational processes for identifying the provenance of critical systems and critical system components

mechanisms used to document, monitor, or maintain provenance"
SR-5,"Acquisition Strategies, Tools, and Methods","Acquisition Strategies, Tools, and Methods.  Employ the following acquisition strategies, contract tools, and procurement methods to protect against, identify, and mitigate supply chain risks: {{ insert: param, sr-05_odp }}. The use of the acquisition process provides an important vehicle to protect the supply chain. There are many useful tools and techniques available, including obscuring the end use of a system or system component, using blind or filtered buys, requiring tamper-evident packaging, or using trusted or controlled distribution. The results from a supply chain risk assessment can guide and inform the strategies, tools, and methods that are most applicable to the situation. Tools and techniques may provide protections against unauthorized production, theft, tampering, insertion of counterfeits, insertion of malicious software or backdoors, and poor development practices throughout the system development life cycle. Organizations also consider providing incentives for suppliers who implement controls, promote transparency into their processes and security and privacy practices, provide contract language that addresses the prohibition of tainted or counterfeit components, and restrict purchases from untrustworthy suppliers. Organizations consider providing training, education, and awareness programs for personnel regarding supply chain risk, available mitigation strategies, and when the programs should be employed. Methods for reviewing and protecting development plans, documentation, and evidence are commensurate with the security and privacy requirements of the organization. Contracts may specify documentation protection requirements. {{ insert: param, sr-05_odp }} are employed to protect against supply chain risks; {{ insert: param, sr-05_odp }} are employed to identify supply chain risks; {{ insert: param, sr-05_odp }} are employed to mitigate supply chain risks. Supply chain risk management policy

supply chain risk management procedures

supply chain risk management plan

system and services acquisition policy

system and services acquisition procedures

procedures addressing supply chain protection

procedures addressing the integration of information security and privacy requirements into the acquisition process

solicitation documentation

acquisition documentation (including purchase orders)

service level agreements

acquisition contracts for systems, system components, or services

documentation of training, education, and awareness programs for personnel regarding supply chain risk

system security plan

privacy plan

other relevant documents or records Organizational personnel with acquisition responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with supply chain risk management responsibilities Organizational processes for defining and employing tailored acquisition strategies, contract tools, and procurement methods

mechanisms supporting and/or implementing the definition and employment of tailored acquisition strategies, contract tools, and procurement methods"
SR-6,Supplier Assessments and Reviews,"Supplier Assessments and Reviews.  Assess and review the supply chain-related risks associated with suppliers or contractors and the system, system component, or system service they provide {{ insert: param, sr-06_odp }}. An assessment and review of supplier risk includes security and supply chain risk management processes, foreign ownership, control or influence (FOCI), and the ability of the supplier to effectively assess subordinate second-tier and third-tier suppliers and contractors. The reviews may be conducted by the organization or by an independent third party. The reviews consider documented processes, documented controls, all-source intelligence, and publicly available information related to the supplier or contractor. Organizations can use open-source information to monitor for indications of stolen information, poor development and quality control practices, information spillage, or counterfeits. In some cases, it may be appropriate or required to share assessment and review results with other organizations in accordance with any applicable rules, policies, or inter-organizational agreements or contracts. the supply chain-related risks associated with suppliers or contractors and the systems, system components, or system services they provide are assessed and reviewed {{ insert: param, sr-06_odp }}. Supply chain risk management policy and procedures

supply chain risk management strategy

supply chain risk management plan

system and services acquisition policy

procedures addressing supply chain protection

procedures addressing the integration of information security requirements into the acquisition process

records of supplier due diligence reviews

system security plan

other relevant documents or records Organizational personnel with system and services acquisition responsibilities

organizational personnel with information security responsibilities

organizational personnel with supply chain protection responsibilities Organizational processes for conducting supplier reviews

mechanisms supporting and/or implementing supplier reviews"
SR-7,Supply Chain Operations Security,"Supply Chain Operations Security.  Employ the following Operations Security (OPSEC) controls to protect supply chain-related information for the system, system component, or system service: {{ insert: param, sr-07_odp }}. Supply chain OPSEC expands the scope of OPSEC to include suppliers and potential suppliers. OPSEC is a process that includes identifying critical information, analyzing friendly actions related to operations and other activities to identify actions that can be observed by potential adversaries, determining indicators that potential adversaries might obtain that could be interpreted or pieced together to derive information in sufficient time to cause harm to organizations, implementing safeguards or countermeasures to eliminate or reduce exploitable vulnerabilities and risk to an acceptable level, and considering how aggregated information may expose users or specific uses of the supply chain. Supply chain information includes user identities; uses for systems, system components, and system services; supplier identities; security and privacy requirements; system and component configurations; supplier processes; design specifications; and testing and evaluation results. Supply chain OPSEC may require organizations to withhold mission or business information from suppliers and may include the use of intermediaries to hide the end use or users of systems, system components, or system services. {{ insert: param, sr-07_odp }} are employed to protect supply chain-related information for the system, system component, or system service. Supply chain risk management plan

supply chain risk management procedures

system and services acquisition policy

system and services acquisition procedures

procedures addressing supply chain protection

list of OPSEC controls to be employed

solicitation documentation

acquisition documentation

acquisition contracts for the system, system component, or system service

records of all-source intelligence analyses

system security plan

privacy plan

other relevant documents or records Organizational personnel with acquisition responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with OPSEC responsibilities

organizational personnel with supply chain risk management responsibilities Organizational processes for defining and employing OPSEC safeguards

mechanisms supporting and/or implementing the definition and employment of OPSEC safeguards"
SR-8,Notification Agreements,"Notification Agreements.  Establish agreements and procedures with entities involved in the supply chain for the system, system component, or system service for the {{ insert: param, sr-08_odp.01 }}. The establishment of agreements and procedures facilitates communications among supply chain entities. Early notification of compromises and potential compromises in the supply chain that can potentially adversely affect or have adversely affected organizational systems or system components is essential for organizations to effectively respond to such incidents. The results of assessments or audits may include open-source information that contributed to a decision or result and could be used to help the supply chain entity resolve a concern or improve its processes. agreements and procedures are established with entities involved in the supply chain for the system, system components, or system service for {{ insert: param, sr-08_odp.01 }}. Supply chain risk management policy and procedures

supply chain risk management plan

system and services acquisition policy

procedures addressing supply chain protection

acquisition documentation

service level agreements

acquisition contracts for the system, system component, or system service

inter-organizational agreements and procedures

system security plan

other relevant documents or records Organizational personnel with system and service acquisition responsibilities

organizational personnel with information security responsibilities

organizational personnel with supply chain risk management responsibilities Organizational processes for establishing inter-organizational agreements and procedures with supply chain entities"
